solution,id,name,tactics,techniques
"Threat Intelligence","689a9475-440b-4e69-8ab1-a5e241685f39","TI Map File Entity to WireData Event","Impact",
"Tomcat","72ae8a54-4879-11ec-81d3-0242ac130003","Tomcat - Request to forbidden file","InitialAccess","T1190 T1133"
"Tomcat","d5e1eb24-487a-11ec-81d3-0242ac130003","Tomcat - Abnormal request size","Exfiltration Collection","T1530 T1537"
"Tomcat","7be944be-487f-11ec-81d3-0242ac130003","Tomcat - Catalina errors","DefenseEvasion","T1070"
"Tomcat","c2e8ad40-4880-11ec-81d3-0242ac130003","Tomcat - Rare files requested ","InitialAccess","T1190 T1133"
"Tomcat","ed6686b4-4880-11ec-81d3-0242ac130003","Tomcat - Rare URLs requested","InitialAccess","T1190 T1133"
"Tomcat","191bd49e-4881-11ec-81d3-0242ac130003","Tomcat - Top files with error requests ","InitialAccess","T1190 T1133"
"Tomcat","60725e58-4881-11ec-81d3-0242ac130003","Tomcat - Top URLs client errors","Impact InitialAccess","T1498 T1190 T1133"
"Tomcat","919725a4-4881-11ec-81d3-0242ac130003","Tomcat - Top URLs server errors","Impact InitialAccess","T1498 T1190 T1133"
"Tomcat","d214c244-4881-11ec-81d3-0242ac130003","Tomcat - Uncommon user agent strings","InitialAccess","T1190 T1133"
"Tomcat","033d672c-4882-11ec-81d3-0242ac130003","Tomcat - Rare user agents with client errors","InitialAccess","T1190 T1133"
"Tomcat","2be563f0-4882-11ec-81d3-0242ac130003","Tomcat - Rare user agents with server errors","InitialAccess","T1190 T1133"
"Trend Micro Apex One","96451e96-67b5-11ec-90d6-0242ac120003","ApexOne - Behavior monitoring actions by files","Execution","T1204"
"Trend Micro Apex One","0caa3472-67b6-11ec-90d6-0242ac120003","ApexOne - Behavior monitoring operations by users","Execution","T1204"
"Trend Micro Apex One","14a4a824-67b6-11ec-90d6-0242ac120003","ApexOne - Behavior monitoring triggered policy by command line","Execution","T1204"
"Trend Micro Apex One","433ccdb0-67b6-11ec-90d6-0242ac120003","ApexOne - Behavior monitoring event types by users","Privilege Escalation Persistence","T1546"
"Trend Micro Apex One","40d8ad3e-67b4-11ec-90d6-0242ac120003","ApexOne - Channel type by users","CommandandControl","T1071"
"Trend Micro Apex One","6c7f9bfe-67b5-11ec-90d6-0242ac120003","ApexOne - Data loss prevention action by IP","Collection","T1213"
"Trend Micro Apex One","be89944e-4e75-4d0a-b2d6-ae757d22ed43","ApexOne - Rare application protocols by Ip address","InitialAccess","T1190 T1133"
"Trend Micro Apex One","506955be-648f-11ec-90d6-0242ac120003","ApexOne - Spyware detection","Execution","T1204"
"Trend Micro Apex One","7bf0f260-61a0-11ec-90d6-0242ac120003","ApexOne - Suspicious files events","Execution","T1204"
"Trend Micro Apex One","8bb86556-67b4-11ec-90d6-0242ac120003","ApexOne - Top sources with alerts","Execution InitialAccess PrivilegeEscalation DefenseEvasion CommandAndControl Exfiltration","T1204 T1189 T1068 T1202 T1112 T1055 T1071 T1095 T1537 T1567"
"Trend Micro Cloud App Security","765f1769-cbe2-4c1a-a708-1769c2c48d79","Trend Micro CAS - Files stored on cloud fileshare services","InitialAccess","T1566"
"Trend Micro Cloud App Security","8c386a11-7282-41ae-8181-2bfcafe20aad","Trend Micro CAS - Infected files received via email","InitialAccess","T1566"
"Trend Micro Cloud App Security","440f5440-e452-4b19-a8a4-5e39b5676657","Trend Micro CAS - Ransomware threats","InitialAccess","T1566"
"Trend Micro Cloud App Security","08df251e-56c6-4e06-a41b-2c86344cb383","Trend Micro CAS - Rare files received via email services","InitialAccess","T1566"
"Trend Micro Cloud App Security","496a35f6-bc85-47f9-a48f-9a55d3c9530f","Trend Micro CAS - Risky users","InitialAccess","T1566"
"Trend Micro Cloud App Security","993ca829-5d6a-4432-b192-e5dcf7bfea0c","Trend Micro CAS - Security risk scan threats","InitialAccess","T1566"
"Trend Micro Cloud App Security","dfd91afc-66f0-4661-90d7-82f9b5bf3d8f","Trend Micro CAS - Suspicious files on sharepoint","InitialAccess","T1566"
"Trend Micro Cloud App Security","5b2dc14b-a55c-4002-8c2a-94f521baa0f4","Trend Micro CAS - Files received via email services","InitialAccess","T1566"
"Trend Micro Cloud App Security","001be88a-e98f-4e9a-ad30-62b9ad8222a5","Trend Micro CAS - DLP violations","Exfiltration","T1048"
"Trend Micro Cloud App Security","5ce1415f-cdea-4740-a481-73c1394248c2","Trend Micro CAS - Virtual Analyzer threats","InitialAccess","T1566"
"UEBA Essentials","8741deeb-332e-4061-8873-5086040920e3","Anomalous Microsoft Entra ID Account Manipulation","Persistence","T1098"
"UEBA Essentials","0454c8d8-d0a6-42a4-8d03-f5b4fdcbd173","Anomalous Microsoft Entra ID Account Creation","Persistence","T1136"
"UEBA Essentials","bd6fda76-c0df-41b0-b8cd-808190e1ded0","Anomalous Activity Role Assignment","PrivilegeEscalation","T1548"
"UEBA Essentials","f8ab176c-1f3f-4cb5-8dc1-f50d30bcae0d","Anomalous Code Execution","Execution","T1059"
"UEBA Essentials","8cf3c78e-cd10-4bfb-bd69-d62dc7f375f1","Anomalous Data Access","Collection","T1530"
"UEBA Essentials","fcb704ae-ac17-400a-9ed9-3c46bd0a3960","Anomalous Defensive Mechanism Modification","DefenseEvasion","T1562"
"UEBA Essentials","77a58c08-bc8e-48b3-8fe9-6c38fd011cd9","Anomalous Failed Logon","CredentialAccess","T1110.001"
"UEBA Essentials","eeea7fb9-21cf-4023-91dc-3f55d7548d14","Anomalous Geo Location Logon","InitialAccess","T1078"
"UEBA Essentials","2e20ec77-8d50-4959-a70d-79c341ee2c37","Anomalous Login to Devices","PrivilegeEscalation","T1078"
"UEBA Essentials","22b0262c-b6b5-4f15-82a4-93663e9965d7","Anomalous Password Reset","Impact","T1531"
"UEBA Essentials","c01d95d3-ee85-4e7f-9aed-e62356f1de76","Anomalous RDP Activity","LateralMovement","T1021"
"UEBA Essentials","782f3bad-31f7-468f-8f58-3b74fc931914","Anomalous Resource Access","LateralMovement","T1550"
"UEBA Essentials","5aa5083c-1de6-42bb-a128-2ec2aba1de39","Anomalous Role Assignment","Persistence","T1098"
"UEBA Essentials","bb3bb9da-9598-4d1f-af78-7cc2fd413b0b","Anomalous Sign-in Activity","Persistence","T1078"
"UEBA Essentials","028ac38c-f5a4-483b-a58a-aa83d500bf27","Anomalies on users tagged as VIP ",,
"UEBA Essentials","9ba2b304-7767-4d54-b03c-b0161ae87cc7","Anomalous action performed in tenant by privileged user",,
"UEBA Essentials","7c303408-f913-42f8-8d7b-9eb64a229c4d","Dormant account activity from uncommon country",,
"UEBA Essentials","741fdf32-e002-4577-ac9b-839fb49f128e","Anomalous connection from highly privileged user",,
"UEBA Essentials","c3b09dd3-ee50-41ae-b863-8603620e5f48","Anomalous login activity originated from Botnet,Tor proxy or C2",,
"UEBA Essentials","8a255821-844a-4b6a-a529-0fdaff23219b","New account added to admin group ",,
"UEBA Essentials","f0ad3b3f-72ac-48b1-9f01-ad408b3af88e","Terminated employee accessing High Value Asset ",,
"UEBA Essentials","e091e85d-4376-48cd-9bff-4beaa2ed4280","Activity from terminated employees after their termination date ",,
"UEBA Essentials","202ee40b-e6d8-4968-9a79-cf24c5c09db9","Anomalous update Key Vault activity by high blast radius user ",,
"Ubiquiti UniFi","1e55cd44-36ee-47c5-98e6-7d6bb5f9cb37","Ubiquiti - DNS requests timed out","CommandAndControl Exfiltration","T1572 T1041 T1071"
"Ubiquiti UniFi","2ad0b4eb-cc60-4d81-9fbe-d1d6f5f6da3a","Ubiquiti - Hidden internal DNS server","CommandAndControl","T1071"
"Ubiquiti UniFi","cb1b48ad-141e-4349-bc12-59d05dec949f","Ubiquiti - Rare internal ports","CommandAndControl","T1571"
"Ubiquiti UniFi","c10b0205-0cba-4701-abe0-77d540aa327e","Ubiquiti - Top blocked destinations","CommandAndControl Exfiltration","T1090 T1041"
"Ubiquiti UniFi","1711aa1d-fd4f-4142-ba4e-4f959a43783d","Ubiquiti - Top blocked external services","CommandAndControl Exfiltration","T1041 T1071"
"Ubiquiti UniFi","f81cdd1a-9d8b-4a64-8a11-68d11e9ce9a3","Ubiquiti - Top blocked internal services","InitialAccess CommandAndControl","T1595 T1572 T1571 T1071"
"Ubiquiti UniFi","d306cfb0-cabf-4fd8-ad93-a8002129974e","Ubiquiti - Top blocked sources","CommandAndControl Exfiltration","T1572 T1571 T1071"
"Ubiquiti UniFi","c7bb439e-fb88-4ca2-bbc3-47779ac42a22","Ubiquiti - Top firewall rules","CommandAndControl Exfiltration","T1572 T1571 T1071"
"Ubiquiti UniFi","5bf4b982-a9e6-4877-b2c0-bdbe4d0f27db","Ubiquiti - Unusual number of subdomains for top level domain (TLD)","CommandAndControl","T1071"
"Ubiquiti UniFi","e51aa189-40cc-465c-89eb-cb22db2f53ca","Ubiquiti - Vulnerable devices","InitialAccess","T1190"
"VMWareESXi","a0f32708-e6fb-427f-94d2-b09cf64acdf8","VMware ESXi - List of dormant users.","InitialAccess","T1078"
"VMWareESXi","6702f91d-c764-497b-8d67-1cce8a33b895","VMware ESXi - Download errors","InitialAccess","T1190"
"VMWareESXi","b5424011-314b-4ddc-95db-12d2b6f1ce96","VMware ESXi - NFC download activities","InitialAccess","T1190"
"VMWareESXi","fc6c0440-1bb6-4661-89e9-4cb2c8f1e5e2","VMware ESXi - Root logins failures","InitialAccess PrivilegeEscalation","T1078"
"VMWareESXi","e04a7f8e-1a47-4390-943d-a6cabbf4ec6e","VMware ESXi - Root logins","InitialAccess PrivilegeEscalation","T1078"
"VMWareESXi","d69f0373-f424-4f17-a34a-8379974fec6e","VMware ESXi - List of unused VMs","InitialAccess","T1190"
"VMWareESXi","3467bb11-7cbf-49f7-9e71-c3d0da327af5","VMware ESXi - VM high resource load","Impact","T1499"
"VMWareESXi","b8d23b5d-3fb0-4265-9f4f-8878bc87471d","VMware ESXi - List of powered off VMs","Impact","T1529"
"VMWareESXi","9148aa96-1480-4150-9ed7-bacaae322260","VMware ESXi - List of powered on VMs","InitialAccess","T1190"
"VMWareESXi","9a90ccdd-2091-447f-bea2-e8a5125c8dde","VMware ESXi - List of virtual disks (images)","Impact","T1496"
"VMware SD-WAN and SASE","c514ecc9-fa74-4977-976b-847895ee7e71","VMware Edge Cloud Orchestrator - High number of login failures from a source IP address","CredentialAccess InitialAccess","T1078"
"Vectra AI Stream","9e8038a8-926f-48cd-9075-5f69b15f5192","Vectra AI - Potential Exfiltration over DNS","CommandAndControl Exfiltration","T1048.003 T1071.004"
"Vectra AI Stream","e10782ff-f379-4b59-bccf-4724b73e21f9","Vectra AI - Malicious Tools File Copy ","CredentialAccess LateralMovement Collection","T1570"
"Vectra AI Stream","59aae46b-38a4-4540-b6da-caa59bc34685","Vectra AI - Potential LLMNR/NBT-NS Poisoning and SMB Relay","CredentialAccess Collection","T1557.001"
"Vectra AI Stream","797a5246-351e-407a-92cd-f60f9d9f890c","Vectra AI - Possible PoshC2 Tunnel","CommandAndControl","T1071.001"
"Vectra AI Stream","489d1c70-5fe2-426b-afbe-371ab58605fe","Vectra AI - Potential DCSync Attack","CredentialAccess","T1003.006"
"Vectra AI Stream","98ce0ffc-eb1d-458e-835f-6c72ff4d53d1","Vectra AI - Possible Kali Linux Detected","Exfiltration","T1048.003"
"Vectra AI Stream","b8661942-b3ba-48a4-ae9d-db7c326ebd46","Vectra AI - Beaconing Behaviors","CommandAndControl","T1095 T1071 T1573 T1008 T1095 T1571 T1219"
"Vectra AI Stream","3826de45-7300-44d7-800d-a2b457439dda","Vectra AI - Suspicious Long DNS Queries","CommandAndControl Exfiltration","T1071.004 T1048.003"
"Vectra AI Stream","b8bacbda-3faa-49fb-b000-9334b2b51c8e","Vectra AI - Suspicious number of sub-domains","CommandAndControl Exfiltration","T1071.004 T1048.003"
"Vectra AI Stream","5e3e6cd2-1fba-44c0-8ddf-ad599a06a9df","Vectra AI - Suspicious Unsecured Credentials Group Policy Preferences","CredentialAccess","T1552.006"
"Web Session Essentials","69e53015-a309-4a8f-a94d-df61a9217e2f","Empty User Agent Detected (ASIM Web Session)","InitialAccess","T1190 T1133"
"Web Session Essentials","43c2832e-6c01-4dc1-bd9e-bc3f330c2b31","Excessive number of forbidden requests detected (ASIM Web Session)","Persistence CredentialAccess","T1110 T1556"
"Web Session Essentials","e8adb0d9-c4fa-4557-97d0-cb9e221a63b2","Detect IPAddress in the requested URL (ASIM Web Session)","Exfiltration CommandAndControl","T1041 T1071.001 T1001"
"Web Session Essentials","05f5cccd-ee93-4293-b7ad-05820aaa54a4","Detect Kali Linux UserAgent (ASIM Web Session)","Execution","T1059 T1203"
"Web Session Essentials","8ece8108-7bf7-4571-8f32-ebfd92a6b1ad","Beaconing traffic based on common user agents visiting limited number of domains (ASIM Web Session)","CommandAndControl","T1071.001 T1571"
"Web Session Essentials","75929222-fee5-4f97-a2cc-cb6f29444385","Potential beaconing detected - Similar sent bytes (ASIM Web Session)","CommandAndControl","T1071 T1571"
"Web Session Essentials","6338ca43-ae7c-4a91-9fe4-0f1ad4edf4a5","Potential beaconing detected (ASIM Web Session)","CommandAndControl","T1071 T1571"
"Web Session Essentials","b653c2e0-ae0f-490b-9b2e-836858d28976","Request from bots and crawlers (ASIM Web Session)","InitialAccess","T1190 T1133"
"Web Session Essentials","6e813653-df72-4b14-954e-5619d1b6d586","Detect threat information in web requests (ASIM Web Session)","InitialAccess","T1190 T1133"
"Web Shells Threat Protection","cc087e7c-4db0-4bf9-9e48-287a9c9c3fbc","Webshell Detection","Persistence PrivilegeEscalation","T1505"
"Web Shells Threat Protection","6911d1df-4204-43b2-a64c-3cb102551ddd","Possible Webshell usage attempt related to SpringShell(CVE-2022-22965)","Execution","T1059.007"
"Web Shells Threat Protection","e0c947c3-fe83-46ff-bbda-a43224a785fd","Web Shell Activity","Persistence InitialAccess","T1505"
"Web Shells Threat Protection","42e7df5b-80f6-49a5-946a-08026ec24807","Exchange IIS Worker Dropping Webshells","Execution Persistence",
"Web Shells Threat Protection","60d15bd4-1fad-4a70-bc3b-094dc1c5e554","UMWorkerProcess Creating Webshell","Execution Persistence Exploit",
"Windows Security Events","a308d780-1c39-4fa7-8c21-bb54f174b065","AD Account Lockout","Impact","T1531"
"Windows Security Events","9ce755c1-d2e6-4e2f-82d5-7871ec1aef91","Commands executed by WMI on new hosts - potential Impacket","Execution LateralMovement","T1047 T1021.006"
"Windows Security Events","5a3615af-21c9-427e-8bf1-ed2350992bb4","Crash dump disabled on host","DefenseEvasion","T1070"
"Windows Security Events","7e5f3a9a-542c-417a-a429-4ed500c5c4d8","Domain controller installation media creation ","CredentialAccess","T1003"
"Windows Security Events","892cd37e-f9e1-49c3-b0b2-d74f52ac7b71","VIP account more than 6 failed logons in 10","CredentialAccess",
"Windows Security Events","a4dbc292-87eb-11ec-a8a3-0242ac120002","Decoy User Account Authentication Attempt","LateralMovement","T1021"
"Windows Security Events","e7dd442a-0af8-48eb-8358-9e91f4911849","Discord download invoked from cmd line","Execution CommandAndControl Exfiltration","T1204 T1102 T1567"
"Windows Security Events","8afd1086-fc9a-4d26-b3ff-5c794c79a59a","Exchange PowerShell Snapin Added","Collection","T1119"
"Windows Security Events","e7642e6e-cf27-46ec-a4b9-e4475228fead","Summary of failed user logons by reason of failure","CredentialAccess LateralMovement","T1110"
"Windows Security Events","cb47a115-2616-4d56-890d-b28c14bc83e4","Group added to Built in Domain Local or Global Group","Persistence PrivilegeEscalation","T1098 T1078"
"Windows Security Events","2e2fab4b-83dd-4cf8-b2dd-063d0fd15513","Host Exporting Mailbox and Removing Export","Collection","T1114"
"Windows Security Events","62e2df59-1535-4c8e-ac6c-c91faeed0179","Hosts with new logons","CredentialAccess LateralMovement","T1110"
"Windows Security Events","ce38c16c-a560-46c0-88d6-7757b88f08e9","Establishing internal proxies","CommandandControl","T1090"
"Windows Security Events","a344e28e-095d-47fb-84a8-d06edd31d2cb","Invoke-PowerShellTcpOneLine Usage.","Exfiltration","T1011"
"Windows Security Events","ccbc73a1-d303-4613-aed4-478e996f454e","KrbRelayUp Local Privilege Escalation Service Creation","PrivilegeEscalation","T1543"
"Windows Security Events","3712595d-6f47-416b-963a-605201ed2764","Least Common Parent And Child Process Pairs","Execution",
"Windows Security Events","088d30e9-c02b-46b1-bd1f-d5b6d6b782f0","Least Common Processes by Command Line","Execution",
"Windows Security Events","6d04a1ef-1b4d-4ff8-a76c-ad7d1a396136","Least Common Processes Including Folder Depth","Execution",
"Windows Security Events","c29a03c6-d074-4934-afae-df1aeb30da70","Potential Exploitation of MS-RPRN printer bug","PrivilegeEscalation","T1134"
"Windows Security Events","9e3fab4b-94dd-4cf9-b2aa-063d0fd25513","Multiple Explicit Credential Usage - 4648 events","Discovery LateralMovement","T1078"
"Windows Security Events","f885fb16-dfd3-4c90-83d9-7a66b9d9b654","New Child Process of W3WP.exe","Execution","T1203"
"Windows Security Events","87c1f90a-f868-4528-a9c1-15520249cae6","Nishang Reverse TCP Shell in Base64","Exfiltration","T1011"
"Windows Security Events","c2112ca3-aae0-4079-9bff-d74c54bb5fe5","Powercat Download","Exfiltration","T1011"
"Windows Security Events","05208917-82de-46f7-a190-a65739a690f4","Entropy for Processes for a given Host","Execution",
"Windows Security Events","af02987c-949d-47d5-b0ae-64d8e1b674e2","Rare Processes Run by Service Accounts","Execution",
"Windows Security Events","0ff22697-dc58-4623-b844-a767629840cd","Rare Process Path","Execution",
"Windows Security Events","5550b630-7b8a-444e-a585-ec8c7533c028","Hosts Running a Rare Process with Commandline","Execution Persistence Discovery LateralMovement Collection",
"Windows Security Events","82e04ff9-a289-4005-9fcd-f1deec72e3fc","Hosts Running a Rare Process","Execution Persistence Discovery LateralMovement Collection",
"Windows Security Events","1e4a5be3-4a60-4099-b286-2d3642575889","Remote Task Creation/Update using Schtasks Process","Persistence","T1053"
"Windows Security Events","5a9ccb48-1316-46e1-89d1-aca0355c305e","Service installation from user writable directory","Execution","T1569.002"
"Windows Security Events","58fe8fc8-54fa-48cd-bac3-197f8d862429","Suspected LSASS Dump","CredentialAccess","T1003"
"Windows Security Events","6cdef739-18f6-4b3a-8fdc-93e9a4302dbf","Suspicious command line tokens in LolBins or LolScripts","Execution","T1218"
"Windows Security Events","e7bfbc3f-98c7-4aaa-a64c-de9c058b86b2","Suspicious Windows Login Outside Normal Hours","InitialAccess LateralMovement","T1078"
"Windows Security Events","dd6fb889-43ef-44e1-a01d-093ab4bb12b2","Suspicious Enumeration using Adfind Tool","Execution Discovery Discovery","T1059 T1087 T1482 T1201 T1069 T1074"
"Windows Security Events","d0f13bb9-e713-4f89-b610-1806326a1dea","Summary of user logons by logon type","CredentialAccess LateralMovement","T1110"
"Windows Security Events","8d69a665-074a-443b-aae6-5dd9bdd5cfb1","User Account added to Built in Domain Local or Global Group","Persistence PrivilegeEscalation","T1098 T1078"
"Windows Security Events","6135a90e-ba30-4f36-9b6a-3a350050704b","Long lookback User Account Created and Deleted within 10mins","Persistence PrivilegeEscalation","T1098 T1078"
"Windows Security Events","d57f675c-ad6c-44d0-95fb-3bf707e70155","User account added or removed from a security group by an unauthorized user","Persistence PrivilegeEscalation","T1098 T1078"
"Windows Security Events","42ae9690-89ce-4063-9a90-465badad5395","User created by unauthorized user","Persistence PrivilegeEscalation","T1098 T1078"
"Windows Security Events","e8d36582-c403-4466-bd44-ebede5b6fa6e","VIP account more than 6 failed logons in 10","CredentialAccess","T1110"
"Windows Security Events","14fab7a3-cb11-41d6-a19a-b55a4a0ef3b1","Windows System Shutdown/Reboot(Sysmon)","Impact","T1529"
"Windows Security Events","9fd6f61d-2cc3-48de-acf5-7194e78d6ea1","Windows System Time changed on hosts","DefenseEvasion","T1070"
"Windows Security Events","36abe031-962d-482e-8e1e-a556ed99d5a3","Cscript script daily summary breakdown","Execution",
"Windows Security Events","a1e993de-770a-4434-83e9-9e3b47a6e470","Enumeration of users and groups","Discovery",
"Windows Security Events","60304ebf-ebdd-4869-a702-e0216d90ab46","Masquerading files","Execution",
"Windows Security Events","513e3a11-e1bb-4cfc-8af9-451da0407e6b","New processes observed in last 24 hours","Execution",
"Windows Security Events","5e76eaf9-79a7-448c-bace-28e5b53b8396","Summary of users created using uncommon/undocumented commandline switches","CredentialAccess LateralMovement","T1110"
"Windows Security Events","d83f40fc-bbcc-4020-8d45-ad2d82355cb2","PowerShell downloads","Execution CommandAndControl",
"Windows Security Events","4e78daf1-8bba-4b5d-8a8b-c75fe9bbc2d9","New PowerShell scripts encoded on the commandline","Execution CommandAndControl",
"Windows Security Events","2ff4b10c-7056-4898-83fd-774104189fd5","Uncommon processes - bottom 5%","Execution",
"Windows Server DNS","8e9c4680-8c0b-4885-b183-3b09efd8fc2c","DNS lookups for commonly abused TLDs","CommandAndControl Exfiltration","T1568 T1008 T1048"
"Windows Server DNS","1d9951b7-51f0-4aa7-af0c-654359aadfff","DNS - domain anomalous lookup increase","CommandAndControl Exfiltration","T1568 T1008 T1048"
"Windows Server DNS","81b478a7-46e2-4f7f-a1aa-aba5e541232b","DNS Full Name anomalous lookup increase","CommandAndControl Exfiltration","T1568 T1008 T1048"
"Windows Server DNS","543e1ec6-ee5e-4368-aaa6-405f0551ba5c","Potential DGA detected","CommandAndControl","T1568 T1008"
"Windows Server DNS","fda90754-4e22-4bb1-8b99-2bb49a991eae","High reverse DNS count by host","Discovery","T1046"
"Windows Server DNS","a0954a17-cc66-4d47-9651-8bf524bbdcc8","Abnormally long DNS URI queries","CommandAndControl Exfiltration","T1568 T1008 T1048"
"Windows Server DNS","aaf84b80-7764-420c-98eb-239b5e194b3d","DNS Domains linked to WannaCry ransomware campaign","Impact","T1496"
"Windows Server DNS","0fb54a5c-5599-4ff9-80a2-f788c3ed285e","Solorigate DNS Pattern","CommandAndControl","T1568"
"Windows Server DNS","29a1815a-3ada-4182-a178-e52c483d2f95","Solorigate Encoded Domain in URL","CommandAndControl","T1568"
"ZeroNetworks","3dd14edf-788d-4f42-868f-28f3208b92a9","Zero Networks Segment - Excessive access by user","LateralMovement","T1210 T1570 T0866"
"ZeroNetworks","0e68d210-a8ec-4e13-9f46-61011c020b87","Zero Networks Segment - Excessive access to a built-in group by user","LateralMovement","T1210 T1570 T0866"
"ZeroNetworks","fcbbd670-d4e6-4f3a-9008-d8905e84cf79","Zero Networks Segment - Inbound Block Rules Deleted","DefenseEvasion","T1562"
"ZeroNetworks","d8945c8f-bba4-4e02-ad09-228b067ebcf2","Zero Networks Segment - Outbound Block Rules Deleted","DefenseEvasion","T1562"
"Zscaler Private Access (ZPA)","181dc982-4631-11ec-81d3-0242ac130003","Zscaler - Abnormal total bytes size","Exfiltration Collection","T1530 T1537"
"Zscaler Private Access (ZPA)","6ae7b9e0-462a-11ec-81d3-0242ac130003","Zscaler - Applications using by accounts","InitialAccess","T1190 T1133"
"Zscaler Private Access (ZPA)","5467efc0-422c-11ec-81d3-0242ac130003","Zscaler - Connection close reasons","InitialAccess","T1190 T1133"
"Zscaler Private Access (ZPA)","20733e72-4231-11ec-81d3-0242ac130003","Zscaler - Destination ports by IP ","InitialAccess","T1190 T1133"
"Zscaler Private Access (ZPA)","bf8ce3e8-422a-11ec-81d3-0242ac130003","Zscaler - Users by source location countries ","InitialAccess","T1190 T1133"
"Zscaler Private Access (ZPA)","26d5244a-462f-11ec-81d3-0242ac130003","Zscaler - Top connectors","InitialAccess","T1190 T1133"
"Zscaler Private Access (ZPA)","baf67720-4623-11ec-81d3-0242ac130003","Zscaler - Top source IP","InitialAccess","T1190 T1133"
"Zscaler Private Access (ZPA)","d311eb1e-4231-11ec-81d3-0242ac130003","Zscaler - Rare urlhost","InitialAccess","T1190 T1133"
"Zscaler Private Access (ZPA)","018e11f4-4627-11ec-81d3-0242ac130003","Zscaler - Users access groups","InitialAccess","T1190 T1133"
"Zscaler Private Access (ZPA)","22545900-422d-11ec-81d3-0242ac130003","Zscaler - Server error by user","InitialAccess","T1190 T1133"
